VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
0.49019607843137253,0.7557012542759408,0.6666666666666666,0.755700871898055,0.5027223230490018,0.5576923076923077,0.502846975088968,0.5957504034427111,0.4084507042253521,0.5959354453078303,0.5,0.15789473684210525,0.5,0.1111111111111111,0.0
0.5098039215686274,0.4606613454960091,0.7454545454545455,0.46059691482226695,0.49697519661222017,0.5833333333333333,0.4971530249110321,0.6218396987627758,0.49295774647887325,0.6222355050806934,0.685,0.15789473684210525,0.6851851851851852,0.1111111111111111,0.0
0.0,0.693842645381984,0.6909090909090909,0.69382964453387,0.27223230490018147,0.6282051282051282,0.2722419928825623,0.37493275954814415,0.5,0.3753735803945009,0.61,0.2631578947368421,0.6092592592592593,0.0,0.0
0.0,0.8534777651083237,0.4303030303030303,0.8534540576794098,0.09286146400483968,0.48717948717948717,0.09288256227758006,0.46718665949435184,0.3943661971830986,0.4674237895995218,0.33,0.3684210526315789,0.3296296296296296,0.2222222222222222,0.0
0.0,0.4751995438996579,0.6848484848484848,0.4751844399731724,0.3542044767090139,0.7051282051282051,0.3544483985765124,0.44029047875201716,0.6197183098591549,0.44052600119545726,0.505,0.15789473684210525,0.5055555555555555,0.3333333333333333,0.0
0.0,0.636830102622577,0.593939393939394,0.6368209255533199,0.572897761645493,0.5705128205128205,0.5729537366548042,0.486013986013986,0.5985915492957746,0.4865511057979677,0.315,0.3157894736842105,0.31481481481481477,0.0,0.0
0.47058823529411764,0.6220068415051311,0.5333333333333333,0.6218980549966466,0.9597701149425287,0.6153846153846154,0.9597864768683273,0.5094136632598171,0.5985915492957746,0.5098625224148237,0.375,0.3684210526315789,0.3759259259259259,0.3333333333333333,0.0
0.0,0.4475484606613455,0.47878787878787876,0.4475184439973173,0.21748336358136716,0.5256410256410255,0.21743772241992881,0.5072619688004304,0.4436619718309859,0.5074716078900179,0.355,0.3157894736842105,0.3555555555555555,0.0,0.0
0.0,0.5259407069555302,0.5878787878787879,0.5259892689470155,0.9691470054446462,0.43589743589743585,0.9693950177935942,0.5180204410973642,0.4014084507042254,0.5182307232516438,0.435,0.21052631578947367,0.4351851851851852,0.1111111111111111,0.0
0.7254901960784313,0.7371721778791335,0.509090909090909,0.7370892018779344,0.5771324863883848,0.6346153846153846,0.5772241992882562,0.8154922001075847,0.45070422535211263,0.8158995815899581,0.5599999999999999,0.2631578947368421,0.5592592592592592,0.0,0.0
0.0,0.36801596351197263,0.8303030303030303,0.36804158283031524,0.5967937084089534,0.4551282051282051,0.5967971530249111,0.49919311457773,0.5492957746478874,0.49970113568439933,0.635,0.3157894736842105,0.6351851851851852,0.4444444444444444,1.0
0.0,0.5350627137970353,0.7696969696969697,0.5350435949027499,0.39987900786448877,0.8717948717948718,0.4,0.46476600322754164,0.4295774647887324,0.46503287507471613,0.455,0.2631578947368421,0.45555555555555555,0.0,0.0
0.0,0.36716077537058156,0.5818181818181818,0.3672032193158954,0.22292800967937082,0.3782051282051282,0.22313167259786476,0.3171059709521248,0.6690140845070423,0.31739390316796173,0.5599999999999999,0.10526315789473684,0.5592592592592592,0.1111111111111111,0.0
0.0,0.44640820980615736,0.5333333333333333,0.4463447350771295,0.6545674531155474,0.4038461538461538,0.6548042704626335,0.45481441635287795,0.5774647887323944,0.4548714883442917,0.6150000000000001,0.2631578947368421,0.6148148148148147,0.3333333333333333,0.0
0.0,0.34407069555302167,0.42424242424242425,0.3440643863179075,0.8348457350272231,0.41025641025641024,0.8348754448398575,0.4835933297471759,0.46478873239436624,0.484160191273162,0.655,0.3157894736842105,0.6555555555555556,0.4444444444444444,0.0
0.0,0.9489737742303307,0.40606060606060607,0.9488598256203892,0.866908650937689,0.5448717948717949,0.8669039145907473,0.36955352339967723,0.6690140845070423,0.36999402271368803,0.27,0.47368421052631576,0.27037037037037037,0.4444444444444444,1.0
0.5294117647058824,0.5598631698973775,0.8424242424242424,0.5598591549295775,0.7552934059286145,0.49999999999999994,0.7555160142348754,0.1777837547068316,0.2957746478873239,0.17812313209802744,0.6900000000000001,0.21052631578947367,0.6907407407407407,0.1111111111111111,0.0
0.0,0.5436145952109463,0.6909090909090909,0.5435949027498324,0.5656382335148215,0.6346153846153846,0.5658362989323843,0.28617536309844,0.6197183098591549,0.28631201434548714,0.405,0.15789473684210525,0.4055555555555555,0.3333333333333333,0.0
0.6470588235294118,0.540763968072976,0.4,0.5407444668008049,0.5493042952208107,0.3397435897435897,0.5494661921708185,0.3832705755782678,0.528169014084507,0.38374178123132097,0.5,0.2631578947368421,0.5,0.1111111111111111,0.0
0.0,0.6396807297605474,0.5454545454545454,0.6396713615023475,0.38808227465214756,0.48717948717948717,0.3882562277580071,0.4561592253899946,0.28873239436619713,0.45666467423789603,0.65,0.10526315789473684,0.6499999999999999,0.1111111111111111,0.0
0.0,0.44213226909920184,0.7090909090909091,0.4421529175050302,0.630671506352087,0.5192307692307692,0.6306049822064057,0.49919311457773,0.704225352112676,0.49970113568439933,0.53,0.21052631578947367,0.5296296296296296,0.0,0.0
0.0,0.17787913340935005,0.5393939393939394,0.17790073775989268,0.4195402298850574,0.6987179487179487,0.4195729537366547,0.5013448090371168,0.2183098591549296,0.5014943215780036,0.28500000000000003,0.3157894736842105,0.28518518518518515,0.5555555555555556,1.0
0.0,0.5216647662485747,0.6787878787878788,0.5216297786720322,0.12613430127041741,0.5576923076923077,0.12633451957295372,0.42657342657342656,0.31690140845070425,0.42677824267782427,0.47500000000000003,1.0,0.47592592592592586,0.0,0.0
0.0,0.3147092360319271,0.6242424242424243,0.3147216633132126,0.32093163944343617,0.5769230769230769,0.32099644128113874,0.44755244755244755,0.5070422535211268,0.4476987447698745,0.385,0.3157894736842105,0.3851851851851852,0.2222222222222222,0.0
0.0,0.23118586088939566,0.5212121212121212,0.2312206572769953,0.6473079249848759,0.3846153846153846,0.6473309608540925,0.5750403442711135,0.5774647887323944,0.5756126718469815,0.515,0.10526315789473684,0.5148148148148147,0.0,0.0
0.0,0.3543329532497149,0.46060606060606063,0.35429242119382964,0.7437991530550514,0.641025641025641,0.7437722419928825,0.6118881118881119,0.5774647887323944,0.6120741183502689,0.775,0.2631578947368421,0.7759259259259259,0.3333333333333333,0.0
0.7647058823529411,0.6071835803876853,0.696969696969697,0.6071428571428572,0.48366606170598897,0.641025641025641,0.4836298932384341,0.42899408284023666,0.5774647887323944,0.42916915720263005,0.47500000000000003,0.15789473684210525,0.47592592592592586,0.0,0.0
0.0,0.3828392246294185,0.44242424242424244,0.3827967806841046,0.37598306110102836,0.5641025641025641,0.37615658362989324,0.2122108660570199,0.24647887323943665,0.21219366407650925,0.735,0.21052631578947367,0.7351851851851852,0.3333333333333333,0.0
0.0,0.5416191562143672,0.6606060606060606,0.5415828303152247,0.6866303690260133,0.4615384615384615,0.686832740213523,0.42576654115115653,0.4859154929577465,0.4261805140466228,0.315,0.3157894736842105,0.31481481481481477,0.0,0.0
0.0,0.34007981755986316,0.7090909090909091,0.3400402414486922,0.5562613430127041,0.6217948717948718,0.5562277580071174,0.4182356105433028,0.4014084507042254,0.4184100418410041,0.555,0.05263157894736842,0.5555555555555556,0.1111111111111111,0.0
